Comparisons	Profile1	Profile2
3378	6757.0	6758.0
3379	6760.0	6759.0
3380	6761.0	6762.0
3381	6764.0	6763.0
3382	6765.0	6766.0
3383	6767.0	6768.0
3384	6770.0	6769.0
3385	6771.0	6772.0
3386	6774.0	6773.0
3387	6776.0	6775.0
3388	6778.0	6777.0
3389	6779.0	6780.0
3390	6781.0	6782.0
3391	6783.0	6784.0
3392	6785.0	6786.0
3393	6787.0	6788.0
3394	6790.0	6789.0
3395	6791.0	6792.0
3396	6794.0	6793.0
3397	6795.0	6796.0
3398	6798.0	6797.0
3399	6799.0	6800.0
3400	6802.0	6801.0
3401	6803.0	6804.0
3402	6805.0	6806.0
3403	6808.0	6807.0
3404	6810.0	6809.0
3405	6812.0	6811.0
3406	6813.0	6814.0
3407	6816.0	6815.0
3408	6817.0	6818.0
3409	6820.0	6819.0
3410	6821.0	6822.0
3411	6824.0	6823.0
3412	6825.0	6826.0
3413	6828.0	6827.0
3414	6830.0	6829.0
3415	6831.0	6832.0
3416	6834.0	6833.0
3417	6836.0	6835.0
3418	6838.0	6837.0
3419	6839.0	6840.0
3420	6842.0	6841.0
3421	6843.0	6844.0
3422	6846.0	6845.0
3423	6848.0	6847.0
3424	6849.0	6850.0
3425	6852.0	6851.0
3426	6854.0	6853.0
3427	6855.0	6856.0
3428	6857.0	6858.0
3429	6860.0	6859.0
3430	6862.0	6861.0
3431	6863.0	6864.0
3432	6866.0	6865.0
3433	6868.0	6867.0
3434	6869.0	6870.0
3435	6872.0	6871.0
3436	6873.0	6874.0
3437	6875.0	6876.0
3438	6877.0	6878.0
3439	6880.0	6879.0
3440	6881.0	6882.0
3441	6883.0	6884.0
3442	6885.0	6886.0
3443	6888.0	6887.0
3444	6889.0	6890.0
3445	6891.0	6892.0
3446	6894.0	6893.0
3447	6895.0	6896.0
3448	6897.0	6898.0
3449	6899.0	6900.0
3450	6901.0	6902.0
3451	6903.0	6904.0
3452	6905.0	6906.0
3453	6908.0	6907.0
3454	6909.0	6910.0
3455	6912.0	6911.0
3456	6914.0	6913.0
3457	6915.0	6916.0
3458	6917.0	6918.0
3459	6919.0	6920.0
3460	6921.0	6922.0
3461	6923.0	6924.0
3462	6925.0	6926.0
3463	6928.0	6927.0
3464	6930.0	6929.0
3465	6932.0	6931.0
3466	6934.0	6933.0
3467	6935.0	6936.0
3468	6938.0	6937.0
3469	6939.0	6940.0
3470	6941.0	6942.0
3471	6943.0	6944.0
3472	6945.0	6946.0
3473	6947.0	6948.0
3474	6949.0	6950.0
3475	6951.0	6952.0
3476	6954.0	6953.0
3477	6956.0	6955.0
3478	6957.0	6958.0
3479	6959.0	6960.0
3480	6961.0	6962.0
3481	6963.0	6964.0
3482	6965.0	6966.0
3483	6967.0	6968.0
3484	6970.0	6969.0
3485	6971.0	6972.0
3486	6973.0	6974.0
3487	6976.0	6975.0
3488	6978.0	6977.0
3489	6979.0	6980.0
3490	6982.0	6981.0
3491	6983.0	6984.0
3492	6986.0	6985.0
3493	6988.0	6987.0
3494	6990.0	6989.0
3495	6991.0	6992.0
3496	6994.0	6993.0
3497	6996.0	6995.0
3498	6998.0	6997.0
3499	7000.0	6999.0
3500	7001.0	7002.0
3501	7003.0	7004.0
3502	7005.0	7006.0
3503	7008.0	7007.0
3504	7009.0	7010.0
3505	7012.0	7011.0
3506	7013.0	7014.0
3507	7015.0	7016.0
3508	7018.0	7017.0
3509	7019.0	7020.0
3510	7021.0	7022.0
3511	7023.0	7024.0
3512	7025.0	7026.0
3513	7027.0	7028.0
3514	7030.0	7029.0
3515	7032.0	7031.0
3516	7034.0	7033.0
3517	7035.0	7036.0
3518	7037.0	7038.0
3519	7039.0	7040.0
3520	7041.0	7042.0
3521	7044.0	7043.0
3522	7046.0	7045.0
3523	7048.0	7047.0
3524	7049.0	7050.0
3525	7052.0	7051.0
3526	7054.0	7053.0
3527	7056.0	7055.0
3528	7058.0	7057.0
3529	7060.0	7059.0
3530	7061.0	7062.0
3531	7063.0	7064.0
3532	7065.0	7066.0
3533	7068.0	7067.0
3534	7070.0	7069.0
3535	7072.0	7071.0
3536	7074.0	7073.0
3537	7076.0	7075.0
3538	7078.0	7077.0
3539	7079.0	7080.0
3540	7081.0	7082.0
3541	7084.0	7083.0
3542	7086.0	7085.0
3543	7087.0	7088.0
3544	7089.0	7090.0
3545	7092.0	7091.0
3546	7094.0	7093.0
3547	7095.0	7096.0
3548	7097.0	7098.0
3549	7099.0	7100.0
3550	7101.0	7102.0
3551	7104.0	7103.0
3552	7105.0	7106.0
3553	7107.0	7108.0
3554	7109.0	7110.0
3555	7111.0	7112.0
3556	7114.0	7113.0
3557	7116.0	7115.0
3558	7117.0	7118.0
3559	7119.0	7120.0
3560	7121.0	7122.0
3561	7123.0	7124.0
3562	7125.0	7126.0
3563	7127.0	7128.0
3564	7129.0	7130.0
3565	7131.0	7132.0
3566	7133.0	7134.0
3567	7136.0	7135.0
3568	7137.0	7138.0
3569	7140.0	7139.0
3570	7142.0	7141.0
3571	7143.0	7144.0
3572	7146.0	7145.0
3573	7147.0	7148.0
3574	7150.0	7149.0
3575	7151.0	7152.0
3576	7154.0	7153.0
3577	7156.0	7155.0
3578	7158.0	7157.0
3579	7160.0	7159.0
3580	7162.0	7161.0
3581	7163.0	7164.0
3582	7165.0	7166.0
3583	7168.0	7167.0
3584	7170.0	7169.0
3585	7171.0	7172.0
3586	7174.0	7173.0
3587	7175.0	7176.0
3588	7177.0	7178.0
3589	7180.0	7179.0
3590	7182.0	7181.0
3591	7184.0	7183.0
3592	7186.0	7185.0
3593	7187.0	7188.0
3594	7190.0	7189.0
3595	7191.0	7192.0
3596	7193.0	7194.0
3597	7196.0	7195.0
3598	7197.0	7198.0
3599	7199.0	7200.0
3600	7202.0	7201.0
3601	7204.0	7203.0
3602	7206.0	7205.0
3603	7208.0	7207.0
3604	7210.0	7209.0
3605	7212.0	7211.0
3606	7214.0	7213.0
3607	7215.0	7216.0
3608	7217.0	7218.0
3609	7219.0	7220.0
3610	7221.0	7222.0
3611	7223.0	7224.0
3612	7226.0	7225.0
3613	7227.0	7228.0
3614	7229.0	7230.0
3615	7231.0	7232.0
3616	7234.0	7233.0
3617	7236.0	7235.0
3618	7237.0	7238.0
3619	7239.0	7240.0
3620	7241.0	7242.0
3621	7244.0	7243.0
3622	7245.0	7246.0
3623	7247.0	7248.0
3624	7249.0	7250.0
3625	7252.0	7251.0
3626	7254.0	7253.0
3627	7255.0	7256.0
3628	7258.0	7257.0
3629	7259.0	7260.0
3630	7261.0	7262.0
3631	7264.0	7263.0
3632	7266.0	7265.0
3633	7267.0	7268.0
3634	7270.0	7269.0
3635	7272.0	7271.0
3636	7274.0	7273.0
3637	7276.0	7275.0
3638	7278.0	7277.0
3639	7279.0	7280.0
3640	7282.0	7281.0
3641	7284.0	7283.0
3642	7286.0	7285.0
3643	7288.0	7287.0
3644	7289.0	7290.0
3645	7291.0	7292.0
3646	7293.0	7294.0
3647	7295.0	7296.0
3648	7298.0	7297.0
3649	7300.0	7299.0
3650	7302.0	7301.0
3651	7304.0	7303.0
3652	7305.0	7306.0
3653	7308.0	7307.0
3654	7309.0	7310.0
3655	7312.0	7311.0
3656	7313.0	7314.0
3657	7316.0	7315.0
3658	7317.0	7318.0
3659	7320.0	7319.0
3660	7321.0	7322.0
3661	7323.0	7324.0
3662	7326.0	7325.0
3663	7327.0	7328.0
3664	7330.0	7329.0
3665	7331.0	7332.0
3666	7334.0	7333.0
3667	7336.0	7335.0
3668	7337.0	7338.0
3669	7339.0	7340.0
3670	7341.0	7342.0
3671	7344.0	7343.0
3672	7346.0	7345.0
3673	7347.0	7348.0
3674	7350.0	7349.0
3675	7352.0	7351.0
3676	7354.0	7353.0
3677	7355.0	7356.0
3678	7358.0	7357.0
3679	7359.0	7360.0
3680	7362.0	7361.0
3681	7363.0	7364.0
3682	7365.0	7366.0
3683	7368.0	7367.0
3684	7370.0	7369.0
3685	7371.0	7372.0
3686	7374.0	7373.0
3687	7375.0	7376.0
3688	7378.0	7377.0
3689	7379.0	7380.0
3690	7382.0	7381.0
3691	7384.0	7383.0
3692	7385.0	7386.0
3693	7387.0	7388.0
3694	7390.0	7389.0
3695	7391.0	7392.0
3696	7393.0	7394.0
3697	7396.0	7395.0
3698	7398.0	7397.0
3699	7399.0	7400.0
3700	7401.0	7402.0
3701	7403.0	7404.0
3702	7406.0	7405.0
3703	7408.0	7407.0
3704	7410.0	7409.0
3705	7411.0	7412.0
3706	7414.0	7413.0
3707	7416.0	7415.0
3708	7418.0	7417.0
3709	7420.0	7419.0
3710	7421.0	7422.0
3711	7423.0	7424.0
3712	7426.0	7425.0
3713	7427.0	7428.0
3714	7429.0	7430.0
3715	7431.0	7432.0
3716	7433.0	7434.0
3717	7435.0	7436.0
3718	7438.0	7437.0
3719	7440.0	7439.0
3720	7441.0	7442.0
3721	7443.0	7444.0
3722	7445.0	7446.0
3723	7447.0	7448.0
3724	7449.0	7450.0
3725	7452.0	7451.0
3726	7453.0	7454.0
3727	7456.0	7455.0
3728	7457.0	7458.0
3729	7459.0	7460.0
3730	7461.0	7462.0
3731	7463.0	7464.0
3732	7466.0	7465.0
3733	7468.0	7467.0
3734	7470.0	7469.0
3735	7472.0	7471.0
3736	7473.0	7474.0
3737	7476.0	7475.0
3738	7478.0	7477.0
3739	7479.0	7480.0
3740	7481.0	7482.0
3741	7483.0	7484.0
3742	7486.0	7485.0
3743	7487.0	7488.0
3744	7490.0	7489.0
3745	7492.0	7491.0
3746	7493.0	7494.0
3747	7495.0	7496.0
3748	7497.0	7498.0
3749	7500.0	7499.0
3750	7501.0	7502.0
3751	7503.0	7504.0
3752	7505.0	7506.0
3753	7508.0	7507.0
3754	7509.0	7510.0
3755	7511.0	7512.0
3756	7514.0	7513.0
3757	7515.0	7516.0
3758	7518.0	7517.0
3759	7520.0	7519.0
3760	7522.0	7521.0
3761	7523.0	7524.0
3762	7525.0	7526.0
3763	7527.0	7528.0
3764	7530.0	7529.0
3765	7532.0	7531.0
3766	7534.0	7533.0
3767	7536.0	7535.0
3768	7538.0	7537.0
3769	7539.0	7540.0
3770	7542.0	7541.0
3771	7543.0	7544.0
3772	7545.0	7546.0
3773	7548.0	7547.0
3774	7549.0	7550.0
3775	7552.0	7551.0
3776	7554.0	7553.0
3777	7555.0	7556.0
3778	7558.0	7557.0
3779	7560.0	7559.0
3780	7561.0	7562.0
3781	7564.0	7563.0
3782	7566.0	7565.0
3783	7567.0	7568.0
3784	7569.0	7570.0
3785	7571.0	7572.0
3786	7574.0	7573.0
3787	7576.0	7575.0
3788	7577.0	7578.0
3789	7580.0	7579.0
3790	7582.0	7581.0
3791	7584.0	7583.0
3792	7585.0	7586.0
3793	7587.0	7588.0
3794	7590.0	7589.0
3795	7592.0	7591.0
3796	7594.0	7593.0
3797	7596.0	7595.0
3798	7598.0	7597.0
3799	7600.0	7599.0
3800	7602.0	7601.0
3801	7603.0	7604.0
3802	7605.0	7606.0
3803	7608.0	7607.0
3804	7609.0	7610.0
3805	7612.0	7611.0
3806	7613.0	7614.0
3807	7616.0	7615.0
3808	7617.0	7618.0
3809	7619.0	7620.0
3810	7622.0	7621.0
3811	7624.0	7623.0
3812	7625.0	7626.0
3813	7627.0	7628.0
3814	7629.0	7630.0
3815	7632.0	7631.0
3816	7633.0	7634.0
3817	7636.0	7635.0
3818	7637.0	7638.0
3819	7639.0	7640.0
3820	7642.0	7641.0
3821	7644.0	7643.0
3822	7645.0	7646.0
3823	7647.0	7648.0
3824	7650.0	7649.0
3825	7652.0	7651.0
3826	7654.0	7653.0
3827	7655.0	7656.0
3828	7657.0	7658.0
3829	7659.0	7660.0
3830	7661.0	7662.0
3831	7663.0	7664.0
3832	7666.0	7665.0
3833	7667.0	7668.0
3834	7669.0	7670.0
3835	7671.0	7672.0
3836	7674.0	7673.0
3837	7676.0	7675.0
3838	7678.0	7677.0
3839	7679.0	7680.0
3840	7681.0	7682.0
3841	7683.0	7684.0
3842	7685.0	7686.0
3843	7688.0	7687.0
3844	7690.0	7689.0
3845	7692.0	7691.0
3846	7693.0	7694.0
3847	7696.0	7695.0
3848	7698.0	7697.0
3849	7700.0	7699.0
3850	7702.0	7701.0
3851	7703.0	7704.0
3852	7705.0	7706.0
3853	7708.0	7707.0
3854	7710.0	7709.0
3855	7712.0	7711.0
3856	7714.0	7713.0
3857	7716.0	7715.0
3858	7718.0	7717.0
3859	7719.0	7720.0
3860	7721.0	7722.0
3861	7724.0	7723.0
3862	7725.0	7726.0
3863	7727.0	7728.0
3864	7729.0	7730.0
3865	7731.0	7732.0
3866	7734.0	7733.0
3867	7736.0	7735.0
3868	7737.0	7738.0
3869	7739.0	7740.0
3870	7741.0	7742.0
3871	7743.0	7744.0
3872	7746.0	7745.0
3873	7748.0	7747.0
3874	7749.0	7750.0
3875	7751.0	7752.0
3876	7753.0	7754.0
3877	7755.0	7756.0
3878	7757.0	7758.0
3879	7759.0	7760.0
3880	7761.0	7762.0
3881	7764.0	7763.0
3882	7766.0	7765.0
3883	7768.0	7767.0
3884	7769.0	7770.0
3885	7772.0	7771.0
3886	7773.0	7774.0
3887	7775.0	7776.0
3888	7777.0	7778.0
3889	7780.0	7779.0
3890	7781.0	7782.0
3891	7783.0	7784.0
3892	7785.0	7786.0
3893	7787.0	7788.0
3894	7789.0	7790.0
3895	7791.0	7792.0
3896	7793.0	7794.0
3897	7795.0	7796.0
3898	7798.0	7797.0
3899	7799.0	7800.0
3900	7802.0	7801.0
3901	7803.0	7804.0
3902	7806.0	7805.0
3903	7807.0	7808.0
3904	7809.0	7810.0
3905	7811.0	7812.0
3906	7813.0	7814.0
3907	7816.0	7815.0
3908	7818.0	7817.0
3909	7820.0	7819.0
3910	7821.0	7822.0
3911	7824.0	7823.0
3912	7826.0	7825.0
3913	7827.0	7828.0
3914	7829.0	7830.0
3915	7832.0	7831.0
3916	7833.0	7834.0
3917	7836.0	7835.0
3918	7837.0	7838.0
3919	7839.0	7840.0
3920	7841.0	7842.0
3921	7844.0	7843.0
3922	7846.0	7845.0
3923	7848.0	7847.0
3924	7849.0	7850.0
3925	7851.0	7852.0
3926	7853.0	7854.0
3927	7855.0	7856.0
3928	7857.0	7858.0
3929	7859.0	7860.0
3930	7862.0	7861.0
3931	7864.0	7863.0
3932	7866.0	7865.0
3933	7867.0	7868.0
3934	7869.0	7870.0
3935	7872.0	7871.0
3936	7873.0	7874.0
3937	7875.0	7876.0
3938	7877.0	7878.0
3939	7879.0	7880.0
3940	7882.0	7881.0
3941	7883.0	7884.0
3942	7886.0	7885.0
3943	7888.0	7887.0
3944	7890.0	7889.0
3945	7892.0	7891.0
3946	7894.0	7893.0
3947	7895.0	7896.0
3948	7897.0	7898.0
3949	7899.0	7900.0
3950	7902.0	7901.0
3951	7904.0	7903.0
3952	7906.0	7905.0
3953	7908.0	7907.0
3954	7910.0	7909.0
3955	7911.0	7912.0
3956	7914.0	7913.0
3957	7915.0	7916.0
3958	7917.0	7918.0
3959	7919.0	7920.0
3960	7921.0	7922.0
3961	7923.0	7924.0
3962	7925.0	7926.0
3963	7928.0	7927.0
3964	7930.0	7929.0
3965	7931.0	7932.0
3966	7934.0	7933.0
3967	7935.0	7936.0
3968	7937.0	7938.0
3969	7940.0	7939.0
3970	7942.0	7941.0
3971	7944.0	7943.0
3972	7946.0	7945.0
3973	7948.0	7947.0
3974	7949.0	7950.0
3975	7951.0	7952.0
3976	7954.0	7953.0
3977	7955.0	7956.0
3978	7957.0	7958.0
3979	7959.0	7960.0
3980	7961.0	7962.0
3981	7963.0	7964.0
3982	7966.0	7965.0
3983	7968.0	7967.0
3984	7970.0	7969.0
3985	7971.0	7972.0
3986	7973.0	7974.0
3987	7976.0	7975.0
3988	7977.0	7978.0
3989	7979.0	7980.0
3990	7981.0	7982.0
3991	7984.0	7983.0
3992	7986.0	7985.0
3993	7987.0	7988.0
3994	7989.0	7990.0
3995	7992.0	7991.0
3996	7994.0	7993.0
3997	7996.0	7995.0
3998	7997.0	7998.0
3999	8000.0	7999.0
4000	8002.0	8001.0
4001	8003.0	8004.0
4002	8005.0	8006.0
4003	8008.0	8007.0
4004	8009.0	8010.0
4005	8011.0	8012.0
4006	8013.0	8014.0
4007	8016.0	8015.0
4008	8017.0	8018.0
4009	8020.0	8019.0
4010	8022.0	8021.0
4011	8024.0	8023.0
4012	8025.0	8026.0
4013	8027.0	8028.0
4014	8030.0	8029.0
4015	8031.0	8032.0
4016	8033.0	8034.0
4017	8036.0	8035.0
4018	8037.0	8038.0
4019	8040.0	8039.0
4020	8042.0	8041.0
4021	8044.0	8043.0
4022	8045.0	8046.0
4023	8047.0	8048.0
4024	8050.0	8049.0
4025	8051.0	8052.0
4026	8054.0	8053.0
4027	8055.0	8056.0
4028	8058.0	8057.0
4029	8059.0	8060.0
4030	8062.0	8061.0
4031	8064.0	8063.0
4032	8066.0	8065.0
4033	8068.0	8067.0
4034	8070.0	8069.0
4035	8072.0	8071.0
4036	8073.0	8074.0
4037	8075.0	8076.0
4038	8078.0	8077.0
4039	8079.0	8080.0
4040	8081.0	8082.0
4041	8083.0	8084.0
4042	8086.0	8085.0
4043	8087.0	8088.0
4044	8090.0	8089.0
4045	8092.0	8091.0
4046	8093.0	8094.0
4047	8096.0	8095.0
4048	8098.0	8097.0
4049	8099.0	8100.0
4050	8101.0	8102.0
4051	8103.0	8104.0
4052	8106.0	8105.0
4053	8107.0	8108.0
4054	8110.0	8109.0
4055	8112.0	8111.0
4056	8114.0	8113.0
4057	8115.0	8116.0
4058	8117.0	8118.0
4059	8119.0	8120.0
4060	8121.0	8122.0
4061	8124.0	8123.0
4062	8125.0	8126.0
4063	8127.0	8128.0
4064	8129.0	8130.0
4065	8132.0	8131.0
4066	8134.0	8133.0
4067	8136.0	8135.0
4068	8138.0	8137.0
4069	8139.0	8140.0
4070	8141.0	8142.0
4071	8143.0	8144.0
4072	8145.0	8146.0
4073	8148.0	8147.0
4074	8149.0	8150.0
4075	8152.0	8151.0
4076	8153.0	8154.0
4077	8155.0	8156.0
4078	8157.0	8158.0
4079	8160.0	8159.0
4080	8161.0	8162.0
4081	8164.0	8163.0
4082	8166.0	8165.0
4083	8168.0	8167.0
4084	8169.0	8170.0
4085	8172.0	8171.0
4086	8173.0	8174.0
4087	8176.0	8175.0
4088	8178.0	8177.0
4089	8179.0	8180.0
4090	8181.0	8182.0
4091	8184.0	8183.0
4092	8185.0	8186.0
4093	8187.0	8188.0
4094	8189.0	8190.0
4095	8192.0	8191.0
4096	8194.0	8193.0
4097	8195.0	8196.0
4098	8198.0	8197.0
4099	8199.0	8200.0
4100	8202.0	8201.0
4101	8204.0	8203.0
4102	8206.0	8205.0
4103	8207.0	8208.0
4104	8209.0	8210.0
4105	8212.0	8211.0
4106	8213.0	8214.0
4107	8216.0	8215.0
4108	8218.0	8217.0
4109	8219.0	8220.0
4110	8222.0	8221.0
4111	8224.0	8223.0
4112	8226.0	8225.0
4113	8227.0	8228.0
4114	8230.0	8229.0
4115	8232.0	8231.0
4116	8234.0	8233.0
4117	8235.0	8236.0
4118	8237.0	8238.0
4119	8240.0	8239.0
4120	8242.0	8241.0
4121	8243.0	8244.0
4122	8246.0	8245.0
4123	8247.0	8248.0
4124	8250.0	8249.0
4125	8251.0	8252.0
4126	8254.0	8253.0
4127	8256.0	8255.0
4128	8258.0	8257.0
4129	8260.0	8259.0
4130	8261.0	8262.0
4131	8264.0	8263.0
4132	8265.0	8266.0
4133	8268.0	8267.0
4134	8269.0	8270.0
4135	8272.0	8271.0
4136	8273.0	8274.0
4137	8275.0	8276.0
4138	8277.0	8278.0
4139	8279.0	8280.0
4140	8281.0	8282.0
4141	8283.0	8284.0
4142	8286.0	8285.0
4143	8288.0	8287.0
4144	8290.0	8289.0
4145	8292.0	8291.0
4146	8293.0	8294.0
4147	8296.0	8295.0
4148	8298.0	8297.0
4149	8299.0	8300.0
4150	8301.0	8302.0
4151	8304.0	8303.0
4152	8305.0	8306.0
4153	8308.0	8307.0
4154	8310.0	8309.0
4155	8311.0	8312.0
4156	8314.0	8313.0
4157	8316.0	8315.0
4158	8318.0	8317.0
4159	8320.0	8319.0
4160	8322.0	8321.0
4161	8324.0	8323.0
4162	8326.0	8325.0
4163	8328.0	8327.0
4164	8330.0	8329.0
4165	8331.0	8332.0
4166	8333.0	8334.0
4167	8336.0	8335.0
4168	8337.0	8338.0
4169	8339.0	8340.0
4170	8341.0	8342.0
4171	8344.0	8343.0
4172	8346.0	8345.0
4173	8348.0	8347.0
4174	8350.0	8349.0
4175	8351.0	8352.0
4176	8353.0	8354.0
4177	8355.0	8356.0
4178	8358.0	8357.0
4179	8359.0	8360.0
4180	8361.0	8362.0
4181	8364.0	8363.0
4182	8366.0	8365.0
4183	8367.0	8368.0
4184	8370.0	8369.0
4185	8371.0	8372.0
4186	8374.0	8373.0
4187	8376.0	8375.0
4188	8377.0	8378.0
4189	8380.0	8379.0
4190	8381.0	8382.0
4191	8384.0	8383.0
4192	8385.0	8386.0
4193	8388.0	8387.0
4194	8389.0	8390.0
4195	8391.0	8392.0
4196	8394.0	8393.0
4197	8396.0	8395.0
4198	8398.0	8397.0
4199	8399.0	8400.0
4200	8402.0	8401.0
4201	8403.0	8404.0
4202	8405.0	8406.0
4203	8408.0	8407.0
4204	8410.0	8409.0
4205	8411.0	8412.0
4206	8414.0	8413.0
4207	8416.0	8415.0
4208	8418.0	8417.0
4209	8419.0	8420.0
4210	8421.0	8422.0
4211	8424.0	8423.0
4212	8425.0	8426.0
4213	8428.0	8427.0
4214	8430.0	8429.0
4215	8432.0	8431.0
4216	8434.0	8433.0
4217	8435.0	8436.0
4218	8437.0	8438.0
4219	8439.0	8440.0
4220	8442.0	8441.0
4221	8444.0	8443.0
4222	8445.0	8446.0
4223	8447.0	8448.0
4224	8450.0	8449.0
4225	8452.0	8451.0
4226	8454.0	8453.0
4227	8456.0	8455.0
4228	8458.0	8457.0
4229	8460.0	8459.0
4230	8462.0	8461.0
4231	8463.0	8464.0
4232	8465.0	8466.0
4233	8468.0	8467.0
4234	8469.0	8470.0
4235	8472.0	8471.0
4236	8474.0	8473.0
4237	8476.0	8475.0
4238	8478.0	8477.0
4239	8480.0	8479.0
4240	8481.0	8482.0
4241	8483.0	8484.0
4242	8485.0	8486.0
4243	8487.0	8488.0
4244	8490.0	8489.0
4245	8491.0	8492.0
4246	8493.0	8494.0
4247	8496.0	8495.0
4248	8498.0	8497.0
4249	8500.0	8499.0
4250	8501.0	8502.0
4251	8504.0	8503.0
4252	8505.0	8506.0
4253	8508.0	8507.0
4254	8510.0	8509.0
4255	8511.0	8512.0
4256	8514.0	8513.0
4257	8515.0	8516.0
4258	8518.0	8517.0
4259	8520.0	8519.0
4260	8521.0	8522.0
4261	8524.0	8523.0
4262	8526.0	8525.0
4263	8527.0	8528.0
4264	8529.0	8530.0
4265	8532.0	8531.0
4266	8534.0	8533.0
4267	8535.0	8536.0
4268	8537.0	8538.0
4269	8539.0	8540.0
4270	8541.0	8542.0
4271	8544.0	8543.0
4272	8546.0	8545.0
4273	8547.0	8548.0
4274	8549.0	8550.0
4275	8552.0	8551.0
4276	8553.0	8554.0
4277	8555.0	8556.0
4278	8558.0	8557.0
4279	8559.0	8560.0
4280	8561.0	8562.0
4281	8564.0	8563.0
4282	8565.0	8566.0
4283	8567.0	8568.0
4284	8569.0	8570.0
4285	8572.0	8571.0
4286	8573.0	8574.0
4287	8575.0	8576.0
4288	8577.0	8578.0
4289	8580.0	8579.0
4290	8582.0	8581.0
4291	8584.0	8583.0
4292	8586.0	8585.0
4293	8587.0	8588.0
4294	8590.0	8589.0
4295	8592.0	8591.0
4296	8594.0	8593.0
4297	8595.0	8596.0
4298	8598.0	8597.0
4299	8600.0	8599.0
4300	8601.0	8602.0
4301	8603.0	8604.0
4302	8606.0	8605.0
4303	8607.0	8608.0
4304	8610.0	8609.0
4305	8612.0	8611.0
4306	8614.0	8613.0
4307	8616.0	8615.0
4308	8617.0	8618.0
4309	8620.0	8619.0
4310	8622.0	8621.0
4311	8624.0	8623.0
4312	8626.0	8625.0
4313	8628.0	8627.0
4314	8629.0	8630.0
4315	8631.0	8632.0
4316	8633.0	8634.0
4317	8636.0	8635.0
4318	8638.0	8637.0
4319	8639.0	8640.0
4320	8642.0	8641.0
4321	8644.0	8643.0
4322	8646.0	8645.0
4323	8648.0	8647.0
4324	8650.0	8649.0
4325	8652.0	8651.0
4326	8654.0	8653.0
4327	8656.0	8655.0
4328	8658.0	8657.0
4329	8660.0	8659.0
4330	8662.0	8661.0
4331	8663.0	8664.0
4332	8665.0	8666.0
4333	8668.0	8667.0
4334	8670.0	8669.0
4335	8672.0	8671.0
4336	8674.0	8673.0
4337	8676.0	8675.0
4338	8678.0	8677.0
4339	8679.0	8680.0
4340	8681.0	8682.0
4341	8684.0	8683.0
4342	8685.0	8686.0
4343	8688.0	8687.0
4344	8689.0	8690.0
4345	8691.0	8692.0
4346	8694.0	8693.0
4347	8695.0	8696.0
4348	8697.0	8698.0
4349	8700.0	8699.0
4350	8701.0	8702.0
4351	8704.0	8703.0
4352	8705.0	8706.0
4353	8708.0	8707.0
4354	8709.0	8710.0
4355	8711.0	8712.0
4356	8713.0	8714.0
4357	8715.0	8716.0
4358	8717.0	8718.0
4359	8719.0	8720.0
4360	8721.0	8722.0
4361	8724.0	8723.0
4362	8726.0	8725.0
4363	8728.0	8727.0
4364	8729.0	8730.0
4365	8731.0	8732.0
4366	8733.0	8734.0
4367	8735.0	8736.0
4368	8737.0	8738.0
4369	8740.0	8739.0
4370	8741.0	8742.0
4371	8744.0	8743.0
4372	8746.0	8745.0
4373	8748.0	8747.0
4374	8749.0	8750.0
4375	8751.0	8752.0
4376	8754.0	8753.0
4377	8756.0	8755.0
4378	8758.0	8757.0
4379	8759.0	8760.0
4380	8762.0	8761.0
4381	8763.0	8764.0
4382	8765.0	8766.0
4383	8767.0	8768.0
4384	8769.0	8770.0
4385	8771.0	8772.0
4386	8773.0	8774.0
4387	8776.0	8775.0
4388	8777.0	8778.0
4389	8780.0	8779.0
4390	8782.0	8781.0
4391	8783.0	8784.0
4392	8786.0	8785.0
4393	8788.0	8787.0
4394	8789.0	8790.0
4395	8792.0	8791.0
4396	8794.0	8793.0
4397	8795.0	8796.0
4398	8797.0	8798.0
4399	8799.0	8800.0
4400	8801.0	8802.0
4401	8804.0	8803.0
4402	8806.0	8805.0
4403	8808.0	8807.0
4404	8810.0	8809.0
4405	8812.0	8811.0
4406	8814.0	8813.0
4407	8816.0	8815.0
4408	8818.0	8817.0
4409	8820.0	8819.0
4410	8822.0	8821.0
4411	8824.0	8823.0
4412	8826.0	8825.0
4413	8828.0	8827.0
4414	8829.0	8830.0
4415	8831.0	8832.0
4416	8833.0	8834.0
4417	8835.0	8836.0
4418	8837.0	8838.0
4419	8840.0	8839.0
4420	8841.0	8842.0
4421	8844.0	8843.0
4422	8845.0	8846.0
4423	8848.0	8847.0
4424	8849.0	8850.0
4425	8851.0	8852.0
4426	8854.0	8853.0
4427	8855.0	8856.0
4428	8858.0	8857.0
4429	8859.0	8860.0
4430	8862.0	8861.0
4431	8863.0	8864.0
4432	8866.0	8865.0
4433	8868.0	8867.0
4434	8870.0	8869.0
4435	8871.0	8872.0
4436	8873.0	8874.0
4437	8875.0	8876.0
4438	8878.0	8877.0
4439	8880.0	8879.0
4440	8882.0	8881.0
4441	8884.0	8883.0
4442	8885.0	8886.0
4443	8887.0	8888.0
4444	8890.0	8889.0
4445	8892.0	8891.0
4446	8894.0	8893.0
4447	8896.0	8895.0
4448	8898.0	8897.0
4449	8899.0	8900.0
4450	8901.0	8902.0
4451	8903.0	8904.0
4452	8906.0	8905.0
