"","CaseID","contest_no","Education","Gender","Country of Origin","Reason for Application","Job","Job Experience","Job Plans","Prior Entry","Language Skills","Chosen_Immigrant","ethnocentrism","profile","LangPos","PriorPos"
"11749",1386,5,"two-year college","male","Germany","reunite with family","research scientist","none","interviews with employer","six months with family","fluent English",1,1.6666641,1,6,7
"11750",1386,5,"high school","female","India","seek better job","child care provider","1-2 years","no plans to look for work","many times as tourist","used interpreter",0,1.6666641,2,6,7
"11751",1387,1,"high school","male","Poland","reunite with family","gardener","3-5 years","contract with employer","once w/o authorization","used interpreter",0,31.666668,1,8,5
"11752",1387,1,"graduate degree","male","India","seek better job","research scientist","3-5 years","interviews with employer","once as tourist","tried English but unable",1,31.666668,2,8,5
"11753",1387,2,"high school","female","Iraq","seek better job","nurse","5+ years","will look for work","many times as tourist","broken English",0,31.666668,1,8,5
"11754",1387,2,"two-year college","male","Philippines","seek better job","gardener","3-5 years","will look for work","once as tourist","fluent English",1,31.666668,2,8,5
"11755",1387,3,"4th grade","male","Mexico","reunite with family","gardener","none","no plans to look for work","six months with family","tried English but unable",0,31.666668,1,8,5
"11756",1387,3,"high school","female","Somalia","escape persecution","construction worker","none","interviews with employer","once as tourist","tried English but unable",1,31.666668,2,8,5
"11757",1387,4,"no formal","female","India","reunite with family","child care provider","3-5 years","will look for work","never","fluent English",1,31.666668,1,8,5
"11758",1387,4,"high school","male","Philippines","reunite with family","teacher","none","no plans to look for work","never","fluent English",0,31.666668,2,8,5
"11759",1387,5,"8th grade","female","Iraq","escape persecution","child care provider","none","interviews with employer","once as tourist","broken English",1,31.666668,1,8,5
"11760",1387,5,"no formal","female","Philippines","seek better job","teacher","5+ years","no plans to look for work","once w/o authorization","used interpreter",0,31.666668,2,8,5
"11761",1388,1,"8th grade","female","China","seek better job","child care provider","5+ years","contract with employer","once as tourist","fluent English",1,0,1,9,6
"11762",1388,1,"no formal","female","China","reunite with family","waiter","5+ years","interviews with employer","once as tourist","fluent English",0,0,2,9,6
"11763",1388,2,"4th grade","female","India","seek better job","gardener","3-5 years","contract with employer","six months with family","broken English",0,0,1,9,6
"11764",1388,2,"college degree","female","Sudan","reunite with family","research scientist","1-2 years","interviews with employer","six months with family","tried English but unable",1,0,2,9,6
"11765",1388,3,"two-year college","female","Mexico","seek better job","computer programmer","1-2 years","contract with employer","once as tourist","fluent English",1,0,1,9,6
"11766",1388,3,"no formal","female","India","seek better job","nurse","1-2 years","contract with employer","once as tourist","fluent English",0,0,2,9,6
"11767",1388,4,"8th grade","male","China","escape persecution","janitor","1-2 years","no plans to look for work","once as tourist","used interpreter",1,0,1,9,6
"11768",1388,4,"8th grade","male","Germany","reunite with family","waiter","1-2 years","will look for work","once w/o authorization","used interpreter",0,0,2,9,6
"11769",1388,5,"4th grade","female","China","reunite with family","gardener","3-5 years","interviews with employer","never","fluent English",0,0,1,9,6
"11770",1388,5,"no formal","male","China","escape persecution","child care provider","3-5 years","contract with employer","many times as tourist","used interpreter",1,0,2,9,6
"11771",1389,1,"no formal","female","China","reunite with family","waiter","3-5 years","no plans to look for work","never","tried English but unable",0,10,1,3,1
"11772",1389,1,"college degree","male","Mexico","reunite with family","waiter","none","contract with employer","six months with family","tried English but unable",1,10,2,3,1
"11773",1389,2,"graduate degree","female","Mexico","reunite with family","janitor","5+ years","no plans to look for work","six months with family","used interpreter",0,10,1,3,1
"11774",1389,2,"high school","male","Somalia","seek better job","waiter","5+ years","will look for work","once w/o authorization","used interpreter",1,10,2,3,1
"11775",1389,3,"graduate degree","male","Poland","reunite with family","teacher","3-5 years","will look for work","once as tourist","used interpreter",1,10,1,3,1
"11776",1389,3,"graduate degree","female","Mexico","seek better job","construction worker","1-2 years","will look for work","once as tourist","tried English but unable",0,10,2,3,1
"11777",1389,4,"4th grade","female","India","seek better job","gardener","1-2 years","will look for work","six months with family","tried English but unable",0,10,1,3,1
"11778",1389,4,"two-year college","female","Iraq","reunite with family","gardener","none","no plans to look for work","once as tourist","tried English but unable",1,10,2,3,1
"11779",1389,5,"high school","female","Germany","seek better job","gardener","none","interviews with employer","once w/o authorization","tried English but unable",1,10,1,3,1
"11780",1389,5,"no formal","female","Mexico","reunite with family","janitor","3-5 years","will look for work","six months with family","fluent English",0,10,2,3,1
"11781",1390,1,"college degree","male","Sudan","reunite with family","janitor","5+ years","no plans to look for work","many times as tourist","broken English",0,93.333336,1,2,8
"11782",1390,1,"8th grade","female","Philippines","seek better job","nurse","none","contract with employer","six months with family","used interpreter",1,93.333336,2,2,8
"11783",1390,2,"no formal","male","Iraq","reunite with family","janitor","1-2 years","no plans to look for work","once as tourist","broken English",0,93.333336,1,2,8
"11784",1390,2,"two-year college","female","India","reunite with family","nurse","5+ years","contract with employer","many times as tourist","tried English but unable",1,93.333336,2,2,8
"11785",1390,3,"4th grade","female","Mexico","reunite with family","construction worker","5+ years","contract with employer","many times as tourist","broken English",0,93.333336,1,2,8
"11786",1390,3,"no formal","male","Germany","seek better job","teacher","5+ years","contract with employer","six months with family","used interpreter",1,93.333336,2,2,8
"11787",1390,4,"college degree","male","Sudan","seek better job","child care provider","1-2 years","no plans to look for work","never","tried English but unable",0,93.333336,1,2,8
"11788",1390,4,"4th grade","female","Iraq","reunite with family","waiter","3-5 years","contract with employer","many times as tourist","used interpreter",1,93.333336,2,2,8
"11789",1390,5,"high school","male","India","seek better job","teacher","3-5 years","no plans to look for work","many times as tourist","tried English but unable",0,93.333336,1,2,8
"11790",1390,5,"high school","female","Philippines","seek better job","waiter","5+ years","contract with employer","six months with family","used interpreter",1,93.333336,2,2,8
"11791",1391,1,"two-year college","female","Germany","seek better job","nurse","5+ years","no plans to look for work","once as tourist","used interpreter",0,30,1,4,6
"11792",1391,1,"graduate degree","male","Germany","seek better job","doctor","1-2 years","will look for work","once as tourist","fluent English",1,30,2,4,6
"11793",1391,2,"high school","female","Philippines","reunite with family","child care provider","none","will look for work","many times as tourist","fluent English",1,30,1,4,6
"11794",1391,2,"8th grade","male","Philippines","reunite with family","janitor","none","no plans to look for work","six months with family","tried English but unable",0,30,2,4,6
"11795",1391,3,"college degree","male","China","seek better job","construction worker","3-5 years","no plans to look for work","many times as tourist","used interpreter",0,30,1,4,6
"11796",1391,3,"8th grade","female","Philippines","reunite with family","child care provider","5+ years","will look for work","six months with family","used interpreter",1,30,2,4,6
"11797",1391,4,"8th grade","male","Poland","seek better job","construction worker","1-2 years","will look for work","six months with family","broken English",0,30,1,4,6
"11798",1391,4,"college degree","male","Poland","seek better job","janitor","1-2 years","contract with employer","six months with family","used interpreter",1,30,2,4,6
"11799",1391,5,"no formal","female","India","reunite with family","nurse","none","will look for work","six months with family","tried English but unable",0,30,1,4,6
"11800",1391,5,"two-year college","female","China","escape persecution","nurse","3-5 years","contract with employer","six months with family","broken English",1,30,2,4,6
"11801",1392,1,"8th grade","male","Philippines","reunite with family","janitor","none","will look for work","once as tourist","tried English but unable",1,0,1,4,5
"11802",1392,1,"college degree","female","France","seek better job","waiter","1-2 years","no plans to look for work","six months with family","broken English",0,0,2,4,5
"11803",1392,2,"graduate degree","female","Mexico","reunite with family","research scientist","none","contract with employer","many times as tourist","broken English",1,0,1,4,5
"11804",1392,2,"high school","male","Germany","seek better job","gardener","1-2 years","contract with employer","once as tourist","fluent English",0,0,2,4,5
"11805",1392,3,"4th grade","male","China","escape persecution","gardener","none","interviews with employer","once w/o authorization","tried English but unable",1,0,1,4,5
"11806",1392,3,"high school","female","Iraq","reunite with family","janitor","1-2 years","will look for work","once w/o authorization","broken English",0,0,2,4,5
"11807",1392,4,"high school","female","Germany","reunite with family","waiter","5+ years","contract with employer","many times as tourist","tried English but unable",1,0,1,4,5
"11808",1392,4,"graduate degree","male","Mexico","seek better job","waiter","none","interviews with employer","once w/o authorization","broken English",0,0,2,4,5
"11809",1392,5,"college degree","female","Poland","seek better job","teacher","none","no plans to look for work","never","broken English",1,0,1,4,5
"11810",1392,5,"4th grade","male","India","seek better job","nurse","5+ years","will look for work","never","broken English",0,0,2,4,5
"11811",1393,1,"8th grade","male","Iraq","reunite with family","waiter","3-5 years","contract with employer","once as tourist","fluent English",0,0,1,6,5
"11812",1393,1,"graduate degree","male","Germany","reunite with family","computer programmer","5+ years","interviews with employer","once as tourist","used interpreter",1,0,2,6,5
"11813",1393,2,"8th grade","female","Philippines","seek better job","child care provider","none","interviews with employer","once w/o authorization","tried English but unable",0,0,1,6,5
"11814",1393,2,"8th grade","male","France","reunite with family","teacher","5+ years","contract with employer","once w/o authorization","tried English but unable",1,0,2,6,5
"11815",1393,3,"two-year college","male","Somalia","escape persecution","child care provider","none","no plans to look for work","many times as tourist","fluent English",1,0,1,6,5
"11816",1393,3,"high school","female","India","reunite with family","teacher","none","will look for work","many times as tourist","tried English but unable",0,0,2,6,5
"11817",1393,4,"no formal","female","Poland","seek better job","teacher","none","interviews with employer","once w/o authorization","broken English",0,0,1,6,5
"11818",1393,4,"4th grade","male","Sudan","escape persecution","teacher","1-2 years","interviews with employer","once w/o authorization","fluent English",1,0,2,6,5
"11819",1393,5,"two-year college","male","China","seek better job","gardener","3-5 years","contract with employer","once w/o authorization","fluent English",1,0,1,6,5
"11820",1393,5,"no formal","male","Somalia","seek better job","janitor","5+ years","will look for work","once w/o authorization","used interpreter",0,0,2,6,5
"11821",1394,1,"two-year college","male","Poland","reunite with family","gardener","5+ years","contract with employer","once as tourist","broken English",1,0,1,5,4
"11822",1394,1,"no formal","male","Germany","seek better job","waiter","1-2 years","interviews with employer","once w/o authorization","fluent English",0,0,2,5,4
"11823",1394,2,"two-year college","female","Poland","reunite with family","waiter","3-5 years","no plans to look for work","many times as tourist","broken English",1,0,1,5,4
"11824",1394,2,"4th grade","female","Somalia","seek better job","janitor","none","contract with employer","six months with family","fluent English",0,0,2,5,4
"11825",1394,3,"graduate degree","male","Germany","reunite with family","research scientist","none","will look for work","never","broken English",0,0,1,5,4
"11826",1394,3,"college degree","female","Iraq","escape persecution","financial analyst","3-5 years","no plans to look for work","six months with family","fluent English",1,0,2,5,4
"11827",1394,4,"no formal","male","India","seek better job","construction worker","5+ years","interviews with employer","once as tourist","fluent English",0,0,1,5,4
"11828",1394,4,"high school","female","Philippines","reunite with family","waiter","1-2 years","will look for work","never","broken English",1,0,2,5,4
"11829",1394,5,"two-year college","male","Mexico","seek better job","construction worker","3-5 years","interviews with employer","never","broken English",0,0,1,5,4
"11830",1394,5,"two-year college","female","Mexico","seek better job","doctor","none","contract with employer","once as tourist","used interpreter",1,0,2,5,4
"11831",1395,1,"no formal","female","France","reunite with family","teacher","none","no plans to look for work","many times as tourist","used interpreter",0,16.666668,1,3,2
"11832",1395,1,"8th grade","male","Iraq","escape persecution","child care provider","1-2 years","no plans to look for work","once w/o authorization","tried English but unable",1,16.666668,2,3,2
"11833",1395,2,"two-year college","female","Somalia","reunite with family","doctor","5+ years","interviews with employer","once as tourist","broken English",1,16.666668,1,3,2
"11834",1395,2,"no formal","male","Philippines","seek better job","teacher","none","will look for work","six months with family","fluent English",0,16.666668,2,3,2
"11835",1395,3,"4th grade","female","Poland","seek better job","waiter","5+ years","contract with employer","never","tried English but unable",0,16.666668,1,3,2
"11836",1395,3,"college degree","male","Somalia","seek better job","janitor","3-5 years","interviews with employer","once w/o authorization","broken English",1,16.666668,2,3,2
"11837",1395,4,"graduate degree","male","France","seek better job","financial analyst","1-2 years","no plans to look for work","six months with family","tried English but unable",0,16.666668,1,3,2
"11838",1395,4,"two-year college","female","Germany","seek better job","teacher","3-5 years","contract with employer","six months with family","fluent English",1,16.666668,2,3,2
"11839",1395,5,"two-year college","female","Mexico","reunite with family","child care provider","none","interviews with employer","many times as tourist","broken English",1,16.666668,1,3,2
"11840",1395,5,"high school","female","Poland","reunite with family","teacher","1-2 years","no plans to look for work","never","used interpreter",0,16.666668,2,3,2
"11841",1396,1,"two-year college","male","Mexico","reunite with family","doctor","none","interviews with employer","many times as tourist","fluent English",1,31.666668,1,4,3
"11842",1396,1,"no formal","female","Philippines","seek better job","child care provider","1-2 years","no plans to look for work","once as tourist","tried English but unable",0,31.666668,2,4,3
"11843",1396,2,"8th grade","female","Somalia","reunite with family","waiter","none","will look for work","once w/o authorization","broken English",1,31.666668,1,4,3
"11844",1396,2,"8th grade","male","France","reunite with family","nurse","5+ years","contract with employer","many times as tourist","tried English but unable",0,31.666668,2,4,3
"11845",1396,3,"college degree","male","China","escape persecution","waiter","3-5 years","contract with employer","once as tourist","broken English",1,31.666668,1,4,3
"11846",1396,3,"two-year college","female","China","reunite with family","teacher","3-5 years","no plans to look for work","six months with family","broken English",0,31.666668,2,4,3
"11847",1396,4,"graduate degree","female","China","reunite with family","teacher","3-5 years","interviews with employer","once w/o authorization","fluent English",1,31.666668,1,4,3
"11848",1396,4,"8th grade","female","India","reunite with family","teacher","1-2 years","will look for work","six months with family","broken English",0,31.666668,2,4,3
"11849",1396,5,"8th grade","male","Germany","seek better job","construction worker","3-5 years","will look for work","never","fluent English",0,31.666668,1,4,3
"11850",1396,5,"high school","male","Poland","seek better job","nurse","3-5 years","will look for work","many times as tourist","used interpreter",1,31.666668,2,4,3
"11851",1397,1,"two-year college","male","France","seek better job","nurse","5+ years","will look for work","never","broken English",1,50,1,3,9
"11852",1397,1,"4th grade","male","Mexico","seek better job","janitor","1-2 years","interviews with employer","never","broken English",0,50,2,3,9
"11853",1397,2,"high school","male","Philippines","reunite with family","nurse","3-5 years","no plans to look for work","once as tourist","fluent English",0,50,1,3,9
"11854",1397,2,"two-year college","male","France","seek better job","gardener","none","interviews with employer","never","fluent English",1,50,2,3,9
"11855",1397,3,"two-year college","female","France","seek better job","financial analyst","none","interviews with employer","six months with family","fluent English",0,50,1,3,9
"11856",1397,3,"no formal","female","Somalia","reunite with family","construction worker","5+ years","interviews with employer","once as tourist","broken English",1,50,2,3,9
"11857",1397,4,"two-year college","female","Somalia","reunite with family","computer programmer","none","interviews with employer","six months with family","broken English",1,50,1,3,9
"11858",1397,4,"graduate degree","female","France","reunite with family","waiter","3-5 years","contract with employer","once as tourist","tried English but unable",0,50,2,3,9
"11859",1397,5,"high school","male","Sudan","seek better job","gardener","5+ years","interviews with employer","never","used interpreter",0,50,1,3,9
"11860",1397,5,"high school","male","China","reunite with family","nurse","1-2 years","contract with employer","once as tourist","tried English but unable",1,50,2,3,9
"11861",1398,1,"4th grade","female","Poland","reunite with family","child care provider","none","interviews with employer","once w/o authorization","used interpreter",1,-10,1,5,8
"11862",1398,1,"high school","male","China","escape persecution","nurse","1-2 years","no plans to look for work","once as tourist","tried English but unable",0,-10,2,5,8
"11863",1398,2,"college degree","female","Philippines","reunite with family","computer programmer","5+ years","no plans to look for work","never","broken English",1,-10,1,5,8
"11864",1398,2,"4th grade","male","Sudan","reunite with family","nurse","1-2 years","no plans to look for work","six months with family","used interpreter",0,-10,2,5,8
"11865",1398,3,"college degree","female","China","reunite with family","research scientist","none","contract with employer","many times as tourist","used interpreter",0,-10,1,5,8
"11866",1398,3,"two-year college","male","Poland","reunite with family","financial analyst","5+ years","no plans to look for work","never","tried English but unable",1,-10,2,5,8
"11867",1398,4,"8th grade","male","Iraq","seek better job","teacher","1-2 years","no plans to look for work","once w/o authorization","fluent English",0,-10,1,5,8
"11868",1398,4,"4th grade","male","China","seek better job","child care provider","none","contract with employer","six months with family","tried English but unable",1,-10,2,5,8
"11869",1398,5,"high school","female","Germany","reunite with family","nurse","3-5 years","interviews with employer","never","broken English",1,-10,1,5,8
"11870",1398,5,"4th grade","male","Philippines","seek better job","child care provider","3-5 years","interviews with employer","six months with family","used interpreter",0,-10,2,5,8
"11871",1399,1,"no formal","female","Sudan","seek better job","waiter","1-2 years","no plans to look for work","six months with family","used interpreter",0,NA,1,3,2
"11872",1399,1,"8th grade","female","India","seek better job","child care provider","3-5 years","interviews with employer","once as tourist","used interpreter",1,NA,2,3,2
"11873",1399,2,"8th grade","male","France","reunite with family","teacher","none","interviews with employer","once w/o authorization","broken English",0,NA,1,3,2
"11874",1399,2,"college degree","male","Germany","reunite with family","financial analyst","none","will look for work","once as tourist","fluent English",1,NA,2,3,2
"11875",1399,3,"no formal","female","Mexico","seek better job","construction worker","none","no plans to look for work","never","tried English but unable",1,NA,1,3,2
"11876",1399,3,"graduate degree","female","Iraq","reunite with family","financial analyst","none","no plans to look for work","never","fluent English",0,NA,2,3,2
"11877",1399,4,"4th grade","male","Poland","reunite with family","nurse","5+ years","interviews with employer","once w/o authorization","fluent English",1,NA,1,3,2
"11878",1399,4,"8th grade","female","Iraq","reunite with family","nurse","none","contract with employer","many times as tourist","tried English but unable",0,NA,2,3,2
"11879",1399,5,"two-year college","male","Poland","reunite with family","computer programmer","5+ years","no plans to look for work","once as tourist","broken English",1,NA,1,3,2
"11880",1399,5,"graduate degree","male","India","seek better job","doctor","1-2 years","will look for work","many times as tourist","used interpreter",0,NA,2,3,2
"11881",1400,1,"4th grade","male","China","escape persecution","construction worker","1-2 years","interviews with employer","once w/o authorization","fluent English",0,NA,1,7,6
"11882",1400,1,"two-year college","female","Iraq","escape persecution","doctor","none","will look for work","once as tourist","broken English",1,NA,2,7,6
"11883",1400,2,"college degree","female","France","reunite with family","gardener","none","contract with employer","never","fluent English",0,NA,1,7,6
"11884",1400,2,"high school","male","Poland","reunite with family","janitor","1-2 years","will look for work","never","fluent English",1,NA,2,7,6
"11885",1400,3,"college degree","male","Poland","seek better job","gardener","1-2 years","will look for work","many times as tourist","tried English but unable",1,NA,1,7,6
"11886",1400,3,"8th grade","female","Somalia","escape persecution","nurse","3-5 years","will look for work","six months with family","tried English but unable",0,NA,2,7,6
"11887",1400,4,"high school","female","Mexico","seek better job","gardener","none","interviews with employer","once as tourist","broken English",1,NA,1,7,6
"11888",1400,4,"two-year college","female","France","reunite with family","teacher","none","no plans to look for work","once as tourist","broken English",0,NA,2,7,6
"11889",1400,5,"college degree","female","India","reunite with family","research scientist","none","no plans to look for work","once as tourist","used interpreter",0,NA,1,7,6
"11890",1400,5,"8th grade","female","France","reunite with family","nurse","1-2 years","contract with employer","once as tourist","used interpreter",1,NA,2,7,6
"11891",1401,1,"4th grade","female","China","escape persecution","teacher","5+ years","no plans to look for work","once w/o authorization","tried English but unable",0,35,1,9,2
"11892",1401,1,"no formal","male","Poland","reunite with family","gardener","5+ years","interviews with employer","once as tourist","broken English",1,35,2,9,2
"11893",1401,2,"high school","female","France","seek better job","waiter","none","will look for work","once w/o authorization","broken English",0,35,1,9,2
"11894",1401,2,"high school","male","Sudan","reunite with family","teacher","3-5 years","contract with employer","never","fluent English",1,35,2,9,2
"11895",1401,3,"no formal","male","Germany","reunite with family","child care provider","5+ years","will look for work","six months with family","used interpreter",1,35,1,9,2
"11896",1401,3,"8th grade","male","Philippines","reunite with family","construction worker","5+ years","interviews with employer","once w/o authorization","used interpreter",0,35,2,9,2
"11897",1401,4,"no formal","male","Poland","reunite with family","janitor","5+ years","no plans to look for work","many times as tourist","used interpreter",1,35,1,9,2
"11898",1401,4,"no formal","male","Mexico","seek better job","teacher","1-2 years","no plans to look for work","once w/o authorization","used interpreter",0,35,2,9,2
"11899",1401,5,"high school","male","Poland","reunite with family","gardener","1-2 years","will look for work","once w/o authorization","used interpreter",0,35,1,9,2
"11900",1401,5,"high school","female","Germany","seek better job","construction worker","none","interviews with employer","once as tourist","tried English but unable",1,35,2,9,2
"11901",1402,1,"graduate degree","female","Mexico","seek better job","financial analyst","1-2 years","will look for work","six months with family","fluent English",1,36.666668,1,6,8
"11902",1402,1,"no formal","female","Mexico","seek better job","nurse","3-5 years","interviews with employer","six months with family","tried English but unable",0,36.666668,2,6,8
"11903",1402,2,"graduate degree","female","Mexico","reunite with family","construction worker","1-2 years","will look for work","never","fluent English",0,36.666668,1,6,8
"11904",1402,2,"8th grade","male","China","reunite with family","nurse","5+ years","contract with employer","never","broken English",1,36.666668,2,6,8
"11905",1402,3,"high school","female","Poland","reunite with family","construction worker","5+ years","interviews with employer","six months with family","broken English",1,36.666668,1,6,8
"11906",1402,3,"4th grade","female","China","escape persecution","nurse","3-5 years","will look for work","once as tourist","used interpreter",0,36.666668,2,6,8
"11907",1402,4,"two-year college","female","China","seek better job","research scientist","5+ years","no plans to look for work","six months with family","fluent English",1,36.666668,1,6,8
"11908",1402,4,"high school","male","China","escape persecution","gardener","none","contract with employer","once w/o authorization","used interpreter",0,36.666668,2,6,8
"11909",1402,5,"two-year college","male","Poland","seek better job","nurse","5+ years","contract with employer","six months with family","broken English",1,36.666668,1,6,8
"11910",1402,5,"college degree","male","India","seek better job","financial analyst","none","no plans to look for work","six months with family","broken English",0,36.666668,2,6,8
"11911",1403,1,"no formal","male","Iraq","reunite with family","janitor","3-5 years","interviews with employer","many times as tourist","tried English but unable",1,6.666668,1,2,1
"11912",1403,1,"two-year college","female","China","escape persecution","doctor","none","contract with employer","never","fluent English",0,6.666668,2,2,1
"11913",1403,2,"graduate degree","male","China","reunite with family","teacher","1-2 years","no plans to look for work","once w/o authorization","fluent English",0,6.666668,1,2,1
"11914",1403,2,"college degree","female","Poland","seek better job","janitor","3-5 years","contract with employer","once as tourist","fluent English",1,6.666668,2,2,1
"11915",1403,3,"no formal","male","Sudan","reunite with family","nurse","5+ years","will look for work","six months with family","fluent English",0,6.666668,1,2,1
"11916",1403,3,"high school","female","China","seek better job","gardener","5+ years","no plans to look for work","never","fluent English",1,6.666668,2,2,1
"11917",1403,4,"graduate degree","male","Germany","seek better job","waiter","3-5 years","no plans to look for work","once w/o authorization","used interpreter",0,6.666668,1,2,1
"11918",1403,4,"8th grade","female","Somalia","reunite with family","teacher","1-2 years","interviews with employer","once w/o authorization","tried English but unable",1,6.666668,2,2,1
"11919",1403,5,"8th grade","male","Germany","reunite with family","nurse","3-5 years","will look for work","six months with family","used interpreter",1,6.666668,1,2,1
"11920",1403,5,"high school","male","China","escape persecution","gardener","5+ years","contract with employer","six months with family","broken English",0,6.666668,2,2,1
"11921",1404,1,"no formal","male","France","reunite with family","teacher","5+ years","contract with employer","once as tourist","tried English but unable",1,0,1,3,2
"11922",1404,1,"8th grade","male","India","reunite with family","janitor","3-5 years","interviews with employer","once as tourist","tried English but unable",0,0,2,3,2
"11923",1404,2,"4th grade","female","China","seek better job","child care provider","3-5 years","will look for work","once w/o authorization","broken English",1,0,1,3,2
"11924",1404,2,"8th grade","female","Sudan","seek better job","waiter","5+ years","no plans to look for work","once as tourist","used interpreter",0,0,2,3,2
"11925",1404,3,"4th grade","male","France","reunite with family","waiter","none","will look for work","never","broken English",0,0,1,3,2
"11926",1404,3,"graduate degree","male","France","reunite with family","child care provider","5+ years","contract with employer","many times as tourist","broken English",1,0,2,3,2
"11927",1404,4,"8th grade","male","Somalia","seek better job","child care provider","none","will look for work","once w/o authorization","used interpreter",0,0,1,3,2
"11928",1404,4,"4th grade","male","Iraq","reunite with family","nurse","1-2 years","interviews with employer","never","broken English",1,0,2,3,2
"11929",1404,5,"8th grade","male","France","reunite with family","teacher","1-2 years","will look for work","never","fluent English",0,0,1,3,2
"11930",1404,5,"8th grade","male","China","seek better job","gardener","3-5 years","contract with employer","six months with family","broken English",1,0,2,3,2
"11931",1405,1,"4th grade","female","Sudan","escape persecution","child care provider","5+ years","interviews with employer","once w/o authorization","tried English but unable",1,66.66667,1,4,7
"11932",1405,1,"two-year college","male","Mexico","reunite with family","child care provider","5+ years","no plans to look for work","never","used interpreter",0,66.66667,2,4,7
"11933",1405,2,"high school","male","Sudan","escape persecution","waiter","1-2 years","no plans to look for work","six months with family","used interpreter",0,66.66667,1,4,7
"11934",1405,2,"8th grade","female","Philippines","seek better job","gardener","5+ years","will look for work","once as tourist","fluent English",1,66.66667,2,4,7
"11935",1405,3,"high school","male","Iraq","seek better job","construction worker","5+ years","interviews with employer","once as tourist","fluent English",1,66.66667,1,4,7
"11936",1405,3,"4th grade","female","Somalia","seek better job","teacher","none","contract with employer","many times as tourist","used interpreter",0,66.66667,2,4,7
"11937",1405,4,"no formal","male","India","reunite with family","construction worker","3-5 years","will look for work","once w/o authorization","tried English but unable",0,66.66667,1,4,7
"11938",1405,4,"two-year college","male","Iraq","escape persecution","research scientist","3-5 years","contract with employer","once w/o authorization","fluent English",1,66.66667,2,4,7
"11939",1405,5,"graduate degree","male","Iraq","reunite with family","janitor","5+ years","interviews with employer","many times as tourist","broken English",0,66.66667,1,4,7
"11940",1405,5,"no formal","female","Poland","reunite with family","nurse","5+ years","no plans to look for work","never","fluent English",1,66.66667,2,4,7
"11941",1408,1,"no formal","male","France","reunite with family","nurse","3-5 years","interviews with employer","once as tourist","broken English",0,18.333332,1,3,2
"11942",1408,1,"graduate degree","female","Poland","seek better job","teacher","3-5 years","contract with employer","six months with family","tried English but unable",1,18.333332,2,3,2
"11943",1408,2,"8th grade","male","France","seek better job","janitor","none","contract with employer","once w/o authorization","used interpreter",0,18.333332,1,3,2
"11944",1408,2,"college degree","male","Germany","seek better job","research scientist","1-2 years","no plans to look for work","never","tried English but unable",1,18.333332,2,3,2
"11945",1408,3,"college degree","male","Philippines","reunite with family","computer programmer","3-5 years","will look for work","many times as tourist","fluent English",1,18.333332,1,3,2
"11946",1408,3,"8th grade","female","Philippines","reunite with family","gardener","3-5 years","no plans to look for work","many times as tourist","broken English",0,18.333332,2,3,2
"11947",1408,4,"two-year college","female","Poland","seek better job","computer programmer","3-5 years","interviews with employer","once w/o authorization","fluent English",0,18.333332,1,3,2
"11948",1408,4,"college degree","male","Somalia","seek better job","child care provider","5+ years","no plans to look for work","many times as tourist","broken English",1,18.333332,2,3,2
"11949",1408,5,"high school","male","China","seek better job","waiter","none","contract with employer","many times as tourist","broken English",1,18.333332,1,3,2
"11950",1408,5,"college degree","male","Iraq","seek better job","construction worker","3-5 years","interviews with employer","once w/o authorization","used interpreter",0,18.333332,2,3,2
"11951",1411,1,"college degree","female","Sudan","escape persecution","nurse","3-5 years","contract with employer","never","broken English",1,0.33333588,1,9,8
"11952",1411,1,"two-year college","male","Sudan","seek better job","gardener","5+ years","no plans to look for work","once as tourist","fluent English",0,0.33333588,2,9,8
"11953",1411,2,"4th grade","female","France","seek better job","waiter","3-5 years","no plans to look for work","once w/o authorization","used interpreter",0,0.33333588,1,9,8
"11954",1411,2,"college degree","male","Philippines","reunite with family","construction worker","5+ years","will look for work","six months with family","used interpreter",1,0.33333588,2,9,8
"11955",1411,3,"high school","female","Iraq","reunite with family","gardener","1-2 years","will look for work","once as tourist","broken English",1,0.33333588,1,9,8
"11956",1411,3,"college degree","male","Sudan","seek better job","construction worker","5+ years","interviews with employer","once as tourist","tried English but unable",0,0.33333588,2,9,8
"11957",1411,4,"8th grade","male","Iraq","escape persecution","child care provider","none","contract with employer","many times as tourist","used interpreter",0,0.33333588,1,9,8
"11958",1411,4,"no formal","female","India","reunite with family","janitor","3-5 years","will look for work","once as tourist","tried English but unable",1,0.33333588,2,9,8
"11959",1411,5,"two-year college","female","Philippines","reunite with family","nurse","none","will look for work","never","broken English",1,0.33333588,1,9,8
"11960",1411,5,"two-year college","female","Iraq","escape persecution","gardener","5+ years","contract with employer","once w/o authorization","broken English",0,0.33333588,2,9,8
"11961",1414,1,"no formal","male","France","seek better job","gardener","3-5 years","interviews with employer","once w/o authorization","fluent English",0,0,1,8,5
"11962",1414,1,"graduate degree","female","China","reunite with family","research scientist","1-2 years","will look for work","once as tourist","broken English",1,0,2,8,5
"11963",1414,2,"no formal","female","Philippines","seek better job","construction worker","none","contract with employer","once as tourist","fluent English",1,0,1,8,5
"11964",1414,2,"no formal","female","Somalia","reunite with family","waiter","3-5 years","will look for work","never","tried English but unable",0,0,2,8,5
"11965",1414,3,"high school","male","France","seek better job","child care provider","none","contract with employer","many times as tourist","broken English",0,0,1,8,5
